date,team_1,team_2,_map,result_1,result_2,map_winner,
2019-04-12,Variance,The Quest,Nuke,16,8,1,
2019-04-12,Chiefs,ORDER,Train,12,16,2,
2019-04-12,Chiefs,ORDER,Nuke,16,12,1,
2019-04-12,Chiefs,ORDER,Mirage,10,16,2,
2019-04-12,Grayhound,Control,Dust2,22,18,1,
2019-04-12,Grayhound,Control,Cache,16,10,1,
2019-04-12,TYLOO,5POWER,Mirage,16,7,1,
2019-04-12,TYLOO,5POWER,Inferno,16,9,1,
2019-04-12,Astral Influence,ORDER,Mirage,9,16,2,
2019-04-12,Astral Influence,ORDER,Inferno,10,16,2,
2019-04-12,Breakaway,Athletico,Nuke,11,16,2,
2019-04-12,Variance,The Quest,Overpass,2,16,2,
2019-04-12,Variance,The Quest,Mirage,16,11,1,
2019-04-12,slashLEVEL,The Fundamentals,Nuke,16,14,1,
2019-04-12,slashLEVEL,The Fundamentals,Cache,16,9,1,
2019-04-12,Breakaway,Athletico,Mirage,10,16,2,
2019-04-12,Breakaway,Grayhound,Mirage,16,13,1,
2019-04-12,paiN,W7M,Inferno,4,16,2,
2019-04-12,paiN,W7M,Overpass,16,4,1,
2019-04-12,paiN,W7M,Mirage,8,16,2,
2019-04-12,ORDER,Paradox,Mirage,16,12,1,
2019-04-12,ORDER,Paradox,Nuke,16,4,1,
2019-04-12,Breakaway,Grayhound,Overpass,7,16,2,
2019-04-12,Breakaway,Grayhound,Nuke,4,16,2,
2019-04-12,Paradox,Astral Influence,Overpass,16,4,1,
2019-04-12,Sprout,LDLC,Inferno,16,4,1,
2019-04-12,Astralis,Cloud9,Inferno,16,10,1,
2019-04-12,MIBR,Natus Vincere,Nuke,8,16,2,
2019-04-12,Paradox,Astral Influence,Mirage,8,16,2,
2019-04-12,Vitality,Sprout,Mirage,16,6,1,
2019-04-12,ex-3DMAX,Tricked,Train,7,16,2,
2019-04-12,ex-3DMAX,Tricked,Inferno,10,16,2,
2019-04-12,Virtus.pro,GamerLegion,Inferno,14,16,2,
2019-04-12,North,OpTic,Overpass,16,19,2,
2019-04-12,North,OpTic,Train,16,9,1,
2019-04-12,North,OpTic,Nuke,11,16,2,
2019-04-12,Liquid,FaZe,Nuke,16,5,1,
2019-04-12,Tricked,NoChance,Dust2,9,16,2,
2019-04-12,AVANT,Control,Nuke,6,16,2,
2019-04-12,Tricked,NoChance,Train,16,6,1,
2019-04-12,Paradox,Astral Influence,Inferno,16,8,1,
2019-04-12,AVANT,Control,Mirage,16,13,1,
2019-04-12,AVANT,Control,Train,16,7,1,
2019-04-12,ex-3DMAX,forZe,Inferno,16,9,1,
2019-04-12,ex-3DMAX,forZe,Nuke,16,10,1,
2019-04-12,Vitality,FrostFire,Cache,16,6,1,
2019-04-12,G2,Epsilon,Train,8,16,2,
2019-04-12,Tricked,NoChance,Inferno,16,14,1,
2019-04-12,ex-3DMAX,forZe,Train,8,16,2,
2019-04-11,paiN,Reapers,Inferno,11,16,2,
2019-04-11,Chiefs,ORDER,Overpass,19,17,1,
2019-04-11,DreamEaters,SJ,Overpass,16,13,1,
2019-04-11,Breakaway,Fighting 4 Freedom,Train,16,1,1,
2019-04-11,Breakaway,Fighting 4 Freedom,Nuke,16,5,1,
2019-04-11,5POWER,Lynn Vision,Inferno,16,5,1,
2019-04-11,5POWER,Lynn Vision,Mirage,16,9,1,
2019-04-11,paiN,Reapers,Mirage,22,18,1,
2019-04-11,BLITZKRIEG,Variance,Cache,16,11,1,
2019-04-11,paiN,Reapers,Dust2,16,11,1,
2019-04-11,BLITZKRIEG,Variance,Train,17,19,2,
2019-04-11,BLITZKRIEG,Variance,Overpass,16,12,1,
2019-04-11,Thunder Logic,slashLEVEL,Inferno,7,16,2,
2019-04-11,Thunder Logic,slashLEVEL,Train,16,12,1,
2019-04-11,The Quest,Old Guys Club,Nuke,16,12,1,
2019-04-11,The Quest,Old Guys Club,Inferno,16,10,1,
2019-04-11,Thunder Logic,slashLEVEL,Mirage,16,10,1,
2019-04-11,Chiefs,ORDER,Nuke,16,1,1,
2019-04-11,DreamEaters,SJ,Mirage,16,13,1,
2019-04-11,ex-Fragsters,x-kom,Inferno,16,10,1,
2019-04-11,NoChance,Ancient,Dust2,16,11,1,
2019-04-11,NoChance,Ancient,Overpass,16,13,1,
2019-04-11,forZe,Movistar Riders,Overpass,16,9,1,
2019-04-11,forZe,Movistar Riders,Mirage,14,16,2,
2019-04-11,forZe,Movistar Riders,Nuke,16,7,1,
2019-04-11,expert,London,Nuke,16,13,1,
2019-04-11,expert,London,Train,16,13,1,
2019-04-11,ex-Fragsters,x-kom,Train,6,16,2,
2019-04-11,expert,London,Mirage,14,16,2,
2019-04-11,ex-Fragsters,x-kom,Mirage,6,16,2,
2019-04-11,Chaos,GamerLegion,Inferno,17,19,2,
2019-04-11,ex-3DMAX,Windigo,Inferno,7,16,2,
2019-04-11,Tricked,Giants,Nuke,16,10,1,
2019-04-11,Chaos,GamerLegion,Mirage,7,16,2,
2019-04-11,Tricked,Giants,Inferno,16,12,1,
2019-04-11,ex-3DMAX,Windigo,Nuke,16,9,1,
2019-04-11,ex-3DMAX,Windigo,Train,16,13,1,
2019-04-10,AGO,Tricked,Train,10,16,2,
2019-04-10,AVANGAR,Berzerk,Dust2,16,2,1,
2019-04-10,Winstrike,forZe,Train,13,16,2,
2019-04-10,Epsilon,Windigo,Nuke,14,16,2,
2019-04-10,Epsilon,Windigo,Mirage,16,14,1,
2019-04-10,Epsilon,Windigo,Inferno,2,16,2,
2019-04-10,Syman,NoChance,Dust2,10,16,2,
2019-04-10,Syman,NoChance,Mirage,19,22,2,
2019-04-10,Tricked,PACT,Vertigo,16,9,1,
2019-04-10,Tricked,PACT,Dust2,16,12,1,
2019-04-10,AGO,Tricked,Inferno,14,16,2,
2019-04-10,BBC,Variance,Train,9,16,2,
2019-04-10,Grayhound,Athletico,Dust2,16,11,1,
2019-04-10,Grayhound,Athletico,Mirage,14,16,2,
2019-04-10,Grayhound,Athletico,Overpass,16,7,1,
2019-04-10,slashLEVEL,Old Guys Club,Train,16,8,1,
2019-04-10,slashLEVEL,Old Guys Club,Inferno,16,8,1,
2019-04-10,Thunder Logic,The Quest,Dust2,16,9,1,
2019-04-10,Thunder Logic,The Quest,Mirage,16,8,1,
2019-04-10,The Fundamentals,BLITZKRIEG,Cache,12,16,2,
2019-04-10,The Fundamentals,BLITZKRIEG,Inferno,11,16,2,
2019-04-10,London,ATMOS,Dust2,16,13,1,
2019-04-10,BBC,Variance,Nuke,10,16,2,
2019-04-10,AVANGAR,Berzerk,Cache,16,12,1,
2019-04-10,Winstrike,forZe,Mirage,7,16,2,
2019-04-10,London,ATMOS,Mirage,16,10,1,
2019-04-10,Chaos,expert,Cache,11,16,2,
2019-04-10,Nemiga,Sharks,Nuke,16,13,1,
2019-04-10,AVANGAR,x-kom,Train,11,16,2,
2019-04-10,AVANGAR,x-kom,Mirage,16,13,1,
2019-04-10,AVANGAR,x-kom,Overpass,11,16,2,
2019-04-10,Fierce,London,Overpass,16,6,1,
2019-04-10,Fierce,London,Dust2,12,16,2,
2019-04-10,Windigo,PACT,Nuke,22,19,1,
2019-04-10,Windigo,PACT,Mirage,10,16,2,
2019-04-10,Windigo,PACT,Inferno,16,13,1,
2019-04-10,Chaos,expert,Inferno,16,8,1,
2019-04-10,Fierce,London,Nuke,8,16,2,
2019-04-10,Chaos,expert,Mirage,19,17,1,
2019-04-10,Movistar Riders,Syman,Mirage,4,16,2,
2019-04-10,Movistar Riders,Syman,Inferno,16,5,1,
2019-04-10,pro100,ex-Fragsters,Inferno,16,12,1,
2019-04-10,pro100,ex-Fragsters,Nuke,19,22,2,
2019-04-10,pro100,ex-Fragsters,Mirage,16,2,1,
2019-04-10,Copenhagen Flames,x-kom,Nuke,14,16,2,
2019-04-10,Copenhagen Flames,x-kom,Overpass,19,22,2,
2019-04-10,Movistar Riders,Syman,Overpass,16,6,1,
2019-04-10,Nemiga,Sharks,Inferno,16,6,1,
2019-04-09,DreamEaters,AGO,Dust2,13,16,2,
2019-04-09,Movistar Riders,Syman,Mirage,8,16,2,
2019-04-09,Movistar Riders,Syman,Overpass,12,16,2,
2019-04-09,Windigo,Tricked,Dust2,11,16,2,
2019-04-09,Windigo,Tricked,Nuke,11,16,2,
2019-04-09,DreamEaters,AGO,Inferno,18,22,2,
2019-04-09,Copenhagen Flames,London,Cache,12,16,2,
2019-04-09,Berzerk,pro100,Inferno,4,16,2,
2019-04-09,Berzerk,pro100,Cache,12,16,2,
2019-04-09,Copenhagen Flames,London,Overpass,6,16,2,
2019-04-09,AVANGAR,Fierce,Cache,16,2,1,
2019-04-09,AVANGAR,Fierce,Inferno,16,11,1,
2019-04-09,RED Canids,Neverest,Overpass,10,16,2,
2019-04-09,OwmS,Virtus.pro,Nuke,6,16,2,
2019-04-09,Imperial,WePlayGames,Train,16,8,1,
2019-04-09,Windigo,Nordavind,Mirage,16,8,1,
2019-04-09,Windigo,Nordavind,Overpass,16,14,1,
2019-04-09,Ground Zero,Jade,Cache,16,2,1,
2019-04-09,Ground Zero,Jade,Overpass,16,9,1,
2019-04-09,AVANT,Genuine,Train,8,16,2,
2019-04-09,AVANT,Genuine,Overpass,14,16,2,
2019-04-09,Ground Zero,Grayhound,Inferno,16,11,1,
2019-04-09,Ground Zero,Grayhound,Mirage,4,16,2,
2019-04-09,Ground Zero,Grayhound,Nuke,10,16,2,
2019-04-09,Imperial,WePlayGames,Inferno,16,12,1,
2019-04-09,RED Canids,Neverest,Mirage,11,16,2,
2019-04-09,RED Canids,Neverest,Train,16,12,1,
2019-04-09,Epsilon,GamerLegion,Nuke,7,16,2,
2019-04-09,Epsilon,GamerLegion,Overpass,8,16,2,
2019-04-09,Isurus,Santos,Mirage,16,2,1,
2019-04-09,NoChance,OFFSET,Inferno,16,6,1,
2019-04-09,RED Canids,Redemption POA,Overpass,16,14,1,
2019-04-09,expert,x-kom,Inferno,16,12,1,
2019-04-09,expert,x-kom,Nuke,14,16,2,
2019-04-09,expert,x-kom,Mirage,16,12,1,
2019-04-09,Windigo,Unique,Dust2,11,16,2,
2019-04-09,Windigo,Unique,Mirage,16,7,1,
2019-04-09,Windigo,Unique,Train,19,17,1,
2019-04-09,Chaos,AVANGAR,Dust2,16,13,1,
2019-04-09,Chaos,AVANGAR,Inferno,9,16,2,
2019-04-09,ex-Fragsters,London,Mirage,12,16,2,
2019-04-09,ex-Fragsters,London,Inferno,16,7,1,
2019-04-09,ex-Fragsters,London,Dust2,16,13,1,
2019-04-09,Chaos,AVANGAR,Overpass,16,14,1,
2019-04-09,Movistar Riders,OFFSET,Inferno,16,13,1,
2019-04-09,ATMOS,x-kom,Overpass,10,16,2,
2019-04-09,PACT,Unique,Inferno,16,8,1,
2019-04-09,Movistar Riders,OFFSET,Overpass,16,7,1,
2019-04-09,PACT,Unique,Mirage,7,16,2,
2019-04-09,ATMOS,x-kom,Nuke,16,19,2,
2019-04-09,PACT,Unique,Dust2,16,8,1,
2019-04-09,ATMOS,x-kom,Inferno,19,17,1,
2019-04-09,Reapers,INTZ.Academy,Inferno,16,10,1,
2019-04-09,W7M,Imperial,Vertigo,16,13,1,
2019-04-09,WePlayGames,Bulldozer,Train,16,9,1,
2019-04-09,NoChance,OFFSET,Vertigo,16,8,1,
2019-04-08,NoChance,Virtus.pro,Vertigo,16,13,1,
2019-04-08,Big Frames,BLITZKRIEG,Dust2,11,16,2,
2019-04-08,Big Frames,BLITZKRIEG,Mirage,11,16,2,
2019-04-08,Nemiga,Chaos,Dust2,14,16,2,
2019-04-08,Nemiga,Chaos,Inferno,14,16,2,
2019-04-08,Nemiga,Chaos,Overpass,16,9,1,
2019-04-08,ex-3DMAX,Akopalipsa,Inferno,16,7,1,
2019-04-08,ex-3DMAX,Akopalipsa,Mirage,16,7,1,
2019-04-08,NoChance,Virtus.pro,Train,16,10,1,
2019-04-08,NoChance,Virtus.pro,Mirage,9,16,2,
2019-04-08,ALTERNATE aTTaX,Tricked,Inferno,8,16,2,
2019-04-08,Giants,Akopalipsa,Nuke,16,7,1,
2019-04-08,Giants,Akopalipsa,Dust2,16,7,1,
2019-04-08,Giants,Akopalipsa,Inferno,16,19,2,
2019-04-08,ALTERNATE aTTaX,Tricked,Nuke,7,16,2,
2019-04-07,devils.one,Windigo,Mirage,14,16,2,
2019-04-07,forZe,Endpoint,Nuke,16,8,1,
2019-04-07,forZe,Endpoint,Inferno,16,11,1,
2019-04-07,MVP PK,Alpha Red,Mirage,19,17,1,
2019-04-07,MVP PK,Alpha Red,Inferno,16,3,1,
2019-04-07,devils.one,Windigo,Nuke,16,12,1,
2019-04-07,devils.one,Windigo,Overpass,13,16,2,
2019-04-07,Epsilon,Movistar Riders,Overpass,10,16,2,
2019-04-07,AGO,Valiance,Train,9,16,2,
2019-04-07,AGO,Valiance,Nuke,7,16,2,
2019-04-07,AGO,Valiance,Inferno,16,13,1,
2019-04-07,Epsilon,Movistar Riders,Mirage,16,11,1,
2019-04-07,Valiance,Unique,Inferno,22,20,1,
2019-04-07,HAVU,Tricked,Dust2,16,8,1,
2019-04-07,HAVU,Tricked,Nuke,16,6,1,
2019-04-07,Valiance,Unique,Mirage,6,16,2,
2019-04-07,Valiance,Unique,Train,16,7,1,
2019-04-07,Natus Vincere,fnatic,Mirage,16,13,1,
2019-04-07,Natus Vincere,fnatic,Dust2,16,11,1,
2019-04-07,Natus Vincere,fnatic,Inferno,16,10,1,
2019-04-07,AGO,Mock-it,Inferno,16,8,1,
2019-04-07,AGO,Mock-it,Overpass,16,13,1,
2019-04-07,devils.one,ex-Fragsters,Nuke,16,14,1,
2019-04-07,ex-3DMAX,pro100,Inferno,16,12,1,
2019-04-07,ex-3DMAX,pro100,Nuke,16,14,1,
2019-04-07,devils.one,ex-Fragsters,Train,16,6,1,
2019-04-07,ex-3DMAX,pro100,Overpass,11,16,2,
2019-04-07,Windigo,Valiance,Dust2,8,16,2,
2019-04-07,PACT,Epsilon,Cache,17,19,2,
2019-04-07,Endpoint,ex-Fragsters,Inferno,8,16,2,
2019-04-07,Endpoint,ex-Fragsters,Train,16,13,1,
2019-04-07,Endpoint,ex-Fragsters,Mirage,16,12,1,
2019-04-07,pro100,Giants,Vertigo,14,16,2,
2019-04-07,pro100,Giants,Nuke,16,19,2,
2019-04-07,Winstrike,Sharks,Dust2,13,16,2,
2019-04-07,Winstrike,Sharks,Nuke,16,12,1,
2019-04-07,Winstrike,Sharks,Train,17,19,2,
2019-04-07,Windigo,Valiance,Nuke,16,5,1,
2019-04-07,pro100,Giants,Inferno,16,10,1,
2019-04-07,Windigo,Valiance,Mirage,16,14,1,
2019-04-07,ATMOS,Salamander,Inferno,19,15,1,
2019-04-07,pro100,HAVU,Dust2,12,16,2,
2019-04-07,PACT,Epsilon,Mirage,8,16,2,
2019-04-07,PACT,Epsilon,Inferno,16,8,1,
2019-04-07,ATMOS,Salamander,Dust2,19,15,1,
2019-04-07,Giants,Akopalipsa,Nuke,14,16,2,
2019-04-07,Giants,Akopalipsa,Inferno,12,16,2,
2019-04-07,Giants,Akopalipsa,Dust2,16,6,1,
2019-04-07,pro100,HAVU,Inferno,17,19,2,
2019-04-06,Epsilon,average25iqbutheadshots,Mirage,16,11,1,
2019-04-06,Renegades,Natus Vincere,Train,4,16,2,
2019-04-06,Jade,Surge,Train,8,16,2,
2019-04-06,Jade,Surge,Dust2,16,4,1,
2019-04-06,Jade,Surge,Mirage,16,5,1,
2019-04-06,Renegades,Natus Vincere,Inferno,5,16,2,
2019-04-06,Renegades,Natus Vincere,Mirage,16,8,1,
2019-04-06,Natus Vincere,ENCE,Train,11,16,2,
2019-04-06,MVP PK,BOOT-d[S],Dust2,16,4,1,
2019-04-06,MVP PK,BOOT-d[S],Nuke,16,5,1,
2019-04-06,PACT,MAJESTY,Mirage,16,6,1,
2019-04-06,Movistar Riders,Akopalipsa,Inferno,7,16,2,
2019-04-06,Natus Vincere,ENCE,Inferno,16,12,1,
2019-04-06,Natus Vincere,ENCE,Overpass,16,11,1,
2019-04-06,Sprout,expert,Mirage,16,9,1,
2019-04-06,Akopalipsa,PACT,Dust2,14,16,2,
2019-04-06,Sprout,expert,Train,16,7,1,
2019-04-06,Movistar Riders,MAJESTY,Inferno,16,8,1,
2019-04-06,Akopalipsa,Movistar Riders,Inferno,16,19,2,
2019-04-06,Syman,Unique,Inferno,10,16,2,
2019-04-06,ALTERNATE aTTaX,Sprout,Dust2,7,16,2,
2019-04-06,ALTERNATE aTTaX,Sprout,Cache,16,11,1,
2019-04-06,ALTERNATE aTTaX,Sprout,Train,16,14,1,
2019-04-06,HOLLYWOOD,Mock-it,Mirage,12,16,2,
2019-04-06,Akopalipsa,Movistar Riders,Mirage,5,16,2,
2019-04-06,HoP,Unique,Mirage,22,25,2,
2019-04-06,x-kom,SJ,Mirage,7,16,2,
2019-04-06,x-kom,SJ,Train,11,16,2,
2019-04-06,NRG,fnatic,Cache,17,19,2,
2019-04-06,NRG,fnatic,Overpass,17,19,2,
2019-04-06,Grayhound,Alpha Red,Mirage,11,16,2,
2019-04-06,Grayhound,Alpha Red,Overpass,10,16,2,
2019-04-05,AVANT,Ground Zero,Train,19,15,1,
2019-04-05,DETONA,W7M,Train,13,16,2,
2019-04-05,DETONA,W7M,Mirage,11,16,2,
2019-04-05,NRG,Vitality,Mirage,16,11,1,
2019-04-05,NRG,Vitality,Overpass,25,23,1,
2019-04-05,fnatic,North,Inferno,16,1,1,
2019-04-05,fnatic,North,Nuke,10,16,2,
2019-04-05,fnatic,North,Mirage,16,6,1,
2019-04-05,Renegades,NiP,Dust2,16,5,1,
2019-04-05,AVANT,Ground Zero,Mirage,16,6,1,
2019-04-05,Renegades,NiP,Mirage,16,11,1,
2019-04-05,Windigo,GamerLegion,Overpass,14,16,2,
2019-04-05,Windigo,GamerLegion,Vertigo,7,16,2,
2019-04-05,BOOT-d[S],Grayhound,Dust2,13,16,2,
2019-04-05,MVP PK,Alpha Red,Train,16,9,1,
2019-04-04,Paradox,ORDER,Inferno,4,16,2,
2019-04-04,Virtus.pro,Nemiga,Inferno,10,16,2,
2019-04-04,Virtus.pro,Nemiga,Nuke,8,16,2,
2019-04-04,Breakaway,Chiefs,Dust2,2,16,2,
2019-04-04,Paradox,ORDER,Nuke,9,16,2,
2019-04-04,Paradox,ORDER,Mirage,16,12,1,
2019-04-04,The Quest,BLITZKRIEG,Dust2,16,11,1,
2019-04-04,The Quest,BLITZKRIEG,Cache,8,16,2,
2019-04-04,The Quest,BLITZKRIEG,Inferno,16,11,1,
2019-04-04,Thunder Logic,Zone,Overpass,6,16,2,
2019-04-04,Thunder Logic,Zone,Train,14,16,2,
2019-04-04,Chaos,SJ,Train,16,11,1,
2019-04-04,Chaos,SJ,Inferno,16,9,1,
2019-04-04,Breakaway,Chiefs,Train,7,16,2,
2019-04-04,Movistar Riders,Epsilon,Mirage,8,16,2,
2019-04-04,x-kom,pro100,Nuke,16,12,1,
2019-04-04,London,Endpoint,Cache,16,13,1,
2019-04-04,London,Endpoint,Train,16,10,1,
2019-04-04,Sharks,DreamEaters,Train,16,12,1,
2019-04-04,Sharks,DreamEaters,Mirage,13,16,2,
2019-04-04,Sharks,DreamEaters,Dust2,8,16,2,
2019-04-04,x-kom,pro100,Inferno,7,16,2,
2019-04-04,Movistar Riders,Epsilon,Inferno,14,16,2,
2019-04-04,x-kom,pro100,Dust2,13,16,2,
2019-04-04,HAVU,Copenhagen Flames,Cache,16,8,1,
2019-04-04,HAVU,Copenhagen Flames,Nuke,16,14,1,
2019-04-03,North,FaZe,Dust2,16,9,1,
2019-04-03,Variance,Zone,Nuke,3,16,2,
2019-04-03,Variance,Zone,Mirage,14,16,2,
2019-04-03,slashLEVEL,Big Frames,Inferno,16,6,1,
2019-04-03,slashLEVEL,Big Frames,Nuke,16,5,1,
2019-04-03,NiP,Spirit,Dust2,16,7,1,
2019-04-03,NiP,Spirit,Mirage,12,16,2,
2019-04-03,NRG,BIG,Cache,16,4,1,
2019-04-03,NRG,BIG,Mirage,16,13,1,
2019-04-03,NiP,Spirit,Nuke,16,14,1,
2019-04-03,North,FaZe,Train,16,12,1,
2019-04-03,AGO,Nordavind,Inferno,25,21,1,
2019-04-03,AGO,Nordavind,Vertigo,5,16,2,
2019-04-03,AGO,Nordavind,Train,16,8,1,
2019-04-03,NoChance,Epsilon,Mirage,12,16,2,
2019-04-03,NoChance,Epsilon,Dust2,10,16,2,
2019-04-03,pro100,Epsilon,Inferno,16,7,1,
2019-04-02,TYLOO,BIG,Train,10,16,2,
2019-04-02,Ground Zero,Breakaway,Mirage,16,14,1,
2019-04-02,Ground Zero,Breakaway,Nuke,8,16,2,
2019-04-02,Ground Zero,Breakaway,Overpass,16,14,1,
2019-04-02,TYLOO,BIG,Inferno,16,14,1,
2019-04-02,FURIA,Bad News Bears,Inferno,16,10,1,
2019-04-02,TYLOO,BIG,Dust2,13,16,2,
2019-04-02,Spirit,Vitality,Dust2,16,3,1,
2019-04-02,Genuine,Athletico,Mirage,19,17,1,
2019-04-02,Genuine,Athletico,Inferno,22,18,1,
2019-04-02,Spirit,Vitality,Mirage,12,16,2,
2019-04-02,NiP,ViCi,Overpass,16,13,1,
2019-04-02,Spirit,Vitality,Inferno,13,16,2,
2019-04-02,AVANT,Jade,Train,16,10,1,
2019-04-02,AVANT,Jade,Mirage,16,10,1,
2019-04-02,NiP,ViCi,Train,16,13,1,
2019-04-02,North,MIBR,Overpass,16,10,1,
2019-04-02,North,MIBR,Inferno,16,8,1,
2019-04-02,BBC,Thunder Logic,Mirage,9,16,2,
2019-04-02,BBC,Thunder Logic,Train,16,14,1,
2019-04-02,BBC,Thunder Logic,Inferno,12,16,2,
2019-04-02,FURIA,Bad News Bears,Cache,16,10,1,
2019-04-02,Natus Vincere,NRG,Mirage,16,13,1,
2019-04-02,Genuine,Athletico,Nuke,14,16,2,
2019-04-02,ex-3DMAX,SJ,Inferno,16,10,1,
2019-04-02,Natus Vincere,NRG,Inferno,16,9,1,
2019-04-02,DETONA,Reapers,Dust2,16,13,1,
2019-04-02,forZe,AGO,Inferno,16,8,1,
2019-04-02,ATMOS,HAVU,Nuke,16,14,1,
2019-04-02,ATMOS,HAVU,Dust2,12,16,2,
2019-04-02,x-kom,Tricked,Nuke,16,11,1,
2019-04-02,x-kom,Tricked,Train,17,19,2,
2019-04-02,x-kom,Tricked,Dust2,13,16,2,
2019-04-02,Santos,INTZ.Academy,Mirage,16,10,1,
2019-04-02,WePlayGames,Isurus,Mirage,6,16,2,
2019-04-02,Redemption POA,Imperial,Mirage,16,19,2,
2019-04-02,ATMOS,HAVU,Inferno,15,19,2,
2019-04-02,W7M,Bulldozer,Inferno,16,13,1,
2019-04-02,Salamander,pro100,Mirage,14,16,2,
2019-04-02,Salamander,pro100,Cache,5,16,2,
2019-04-02,ALTERNATE aTTaX,Winstrike,Train,16,9,1,
2019-04-02,ALTERNATE aTTaX,Winstrike,Overpass,16,0,1,
2019-04-02,ENCE,FaZe,Dust2,19,22,2,
2019-04-02,ENCE,FaZe,Nuke,16,10,1,
2019-04-02,ENCE,FaZe,Overpass,16,10,1,
2019-04-02,Salamander,pro100,Inferno,16,13,1,
2019-04-01,Spirit,TYLOO,Overpass,16,7,1,
2019-04-01,BIG,paiN,Inferno,16,14,1,
2019-04-01,BIG,paiN,Cache,16,6,1,
2019-04-01,Natus Vincere,NiP,Nuke,16,13,1,
2019-04-01,Spirit,TYLOO,Inferno,16,6,1,
2019-04-01,Spirit,TYLOO,Mirage,9,16,2,
2019-04-01,Natus Vincere,NiP,Mirage,16,4,1,
2019-04-01,North,Panda,Dust2,16,2,1,
2019-04-01,North,Panda,Train,19,17,1,
2019-04-01,Singularity,Chris and the boys,Train,16,6,1,
2019-04-01,W7M,Isurus,Inferno,16,10,1,
2019-04-01,W7M,Isurus,Overpass,11,16,2,
2019-04-01,W7M,Isurus,Mirage,16,11,1,
2019-04-01,Singularity,Chris and the boys,Mirage,16,4,1,
2019-04-01,Chris and the boys,Royal,Inferno,16,4,1,
2019-04-01,Chris and the boys,Royal,Mirage,16,14,1,
2019-04-01,Singularity,Party Astronauts,Mirage,16,6,1,
2019-04-01,NRG,MIBR,Mirage,16,7,1,
2019-04-01,Singularity,Party Astronauts,Nuke,16,12,1,
2019-04-01,Natus Vincere,NiP,Dust2,11,16,2,
2019-04-01,ENCE,ViCi,Inferno,16,6,1,
2019-04-01,NRG,MIBR,Inferno,16,5,1,
2019-04-01,DreamEaters,Nemiga,Mirage,16,10,1,
2019-04-01,London,Copenhagen Flames,Mirage,15,19,2,
2019-04-01,London,Copenhagen Flames,Overpass,13,16,2,
2019-04-01,x-kom,Endpoint,Inferno,16,10,1,
2019-04-01,ALTERNATE aTTaX,Movistar Riders,Cache,16,12,1,
2019-04-01,ALTERNATE aTTaX,Movistar Riders,Inferno,9,16,2,
2019-04-01,ALTERNATE aTTaX,Movistar Riders,Overpass,10,16,2,
2019-04-01,DreamEaters,Nemiga,Dust2,3,16,2,
2019-04-01,x-kom,Endpoint,Nuke,16,4,1,
2019-04-01,DreamEaters,Nemiga,Cache,6,16,2,
2019-04-01,FaZe,Renegades,Dust2,16,11,1,
2019-04-01,FaZe,Renegades,Inferno,13,16,2,
2019-04-01,Vitality,fnatic,Mirage,6,16,2,
2019-04-01,Vitality,fnatic,Nuke,12,16,2,
2019-04-01,ENCE,ViCi,Train,16,6,1,
2019-04-01,FaZe,Renegades,Train,14,16,2,
2019-03-31,Revelation,Fierce,Inferno,13,16,2,
2019-03-31,Renegades,MIBR,Train,16,4,1,
2019-03-31,NRG,fnatic,Nuke,15,19,2,
2019-03-31,NRG,fnatic,Cache,13,16,2,
2019-03-31,Revelation,Fierce,Train,11,16,2,
2019-03-31,GamerLegion,Sprout,Dust2,16,11,1,
2019-03-31,Nemiga,DreamEaters,Mirage,16,3,1,
2019-03-31,Nemiga,DreamEaters,Dust2,7,16,2,
2019-03-31,Nemiga,DreamEaters,Inferno,16,14,1,
2019-03-31,GamerLegion,Sprout,Cache,16,9,1,
2019-03-31,Renegades,MIBR,Mirage,16,9,1,
2019-03-31,Renegades,MIBR,Cache,8,16,2,
2019-03-31,paiN,Spirit,Mirage,9,16,2,
2019-03-31,FaZe,ViCi,Dust2,16,10,1,
2019-03-31,FaZe,ViCi,Overpass,16,3,1,
2019-03-31,Natus Vincere,BIG,Mirage,16,4,1,
2019-03-31,Natus Vincere,BIG,Dust2,16,11,1,
2019-03-31,NiP,North,Nuke,16,14,1,
2019-03-31,NiP,North,Train,12,16,2,
2019-03-31,NiP,North,Mirage,16,12,1,
2019-03-31,paiN,Spirit,Inferno,22,20,1,
2019-03-31,ENCE,Vitality,Inferno,13,16,2,
2019-03-31,paiN,Spirit,Nuke,18,22,2,
2019-03-31,TYLOO,Panda,Inferno,16,2,1,
2019-03-31,TYLOO,Panda,Dust2,16,8,1,
2019-03-31,GamerLegion,Sprout,Train,6,16,2,
2019-03-31,ENCE,Vitality,Mirage,16,10,1,
2019-03-31,ENCE,Vitality,Dust2,4,16,2,
2019-03-31,Valiance,Windigo,Mirage,16,9,1,
2019-03-31,Chris and the boys,Polar Ace,Dust2,16,9,1,
2019-03-31,Old Guys Club,Party Astronauts,Nuke,11,16,2,
2019-03-31,DETONA,Isurus,Mirage,12,16,2,
2019-03-31,DETONA,Isurus,Train,14,16,2,
2019-03-31,PACT,Nemiga,Mirage,16,19,2,
2019-03-31,PACT,Nemiga,Nuke,16,11,1,
2019-03-31,PACT,Nemiga,Dust2,14,16,2,
2019-03-31,W7M,Imperial,Train,16,4,1,
2019-03-31,W7M,Imperial,Overpass,16,9,1,
2019-03-31,Singularity,LiViD,Nuke,16,5,1,
